article_id,article_title,author,date,content
M.1559409095.A.AF7,[討論] 韓國瑜跟馬英九 不小心跌入愛河 韓粉會?,zxc445567 (飄飄),Sun Jun  2 01:11:31 2019,我剛剛做一個夢 夢的內容就是 韓市長有一天阿 跟我們馬囧去遊玩愛河 結果馬不知道神經病發作 就拉著韓市長跌入愛河 誰知馬會游泳 我們韓市長卻不會游泳 傻傻的在愛河飄盪 如果有韓粉看到會 怎樣想? ://../.
M.1559409225.A.E86,Re: [黑特] 民進黨是不是賣台最佳助攻手？,nqj (黑貓),Sun Jun  2 01:13:43 2019,對真正的台獨運動者來說 民進黨本身就是賣台主力了 國民黨這中國政權 確立一中憲法兩岸條例 然後民進黨代表本土政權 又確認了一次 遵守一中憲法兩岸條例 不會有法理台獨 並且禁止台灣人有公投改變機會 中國台北沒有矮化 中國台灣只是簡稱 兩岸關係不是外交關係 都是民進黨以本土政權身份親口確認的 也就是說 民進黨實際上已代表台灣人 維護了中國台北政權及法統 將台灣確立在一中框架內 自此正名制憲建國聲音萎靡 台灣與中國主權繼續糾纏在一起 台灣獨立一邊一國 只能靠腦補幻想才有 : 兩度執政結果都只有兩次失望，陳水扁帶著眾人滿懷期待結果第二任歪哥亂 : 搞，搞到一位堂堂總統入監服刑，政權拱手還給國民黨 : 現在又來個蔡英文，好不容易浴火重生拿下最大勝利，迎接前所未有的全面 : 執政，結果胡搞瞎搞短短幾年又全部輸回去，現在看這態勢這芒果乾大家應 : 該是吃定了，如果未來國民黨把台灣賣給中國成為促進統一的賣台兇手，那 : 民進黨就是最佳賣台助攻手。 : 工商時間 : 民進黨牌芒果乾現正熱賣中，即日起現在只要攻擊無心市政柯文哲即可免費 : 索取，小英謙卑食品工廠關心您。 你中文老師一定常請假 本文就是在說小英維護了中國政權 並消滅了法理台獨的可能性 沒有華獨這種東西 現狀是中國政權鬧雙胞 沒有法理台獨 現在就是中國內戰未結束 美國是介入中國內戰 而不是要保你台灣獨立
M.1559409231.A.153,[討論] 仔細想想明年民進黨輸有好處,Sinreigensou (神靈幻想),Sun Jun  2 01:13:49 2019,打破統獨假議題的關鍵就是要讓亡國感消失 不然每次民進黨都靠老招在催票，看了也煩 正常的國家應該是無論誰當選都是馬照跑舞照跳 台灣要從不正常變正常，首要破壞亡國感催票機 所以是我太天真了嗎
M.1559409277.A.2BA,[討論] 韓國瑜出線，柯應該會出來選了,rs23234 (.),Sun Jun  2 01:14:35 2019,看完今天韓的場子代表藍倉老人鐵票倉 無論怎樣都動不了， 這些老人真的就只是看顏色投而已， 別想去改變他們，你想改也改不了 只能等未來這些老人都 證據：去年台北市推個丁都能拿50幾萬票 去年2018北市其實就看的是小世代對決 韓出線，柯文哲應該會出來選 不然被韓選上 以前小部屬，當頂頭上司 柯這市長也沒臉當下去了 柯若不選， 韓選上柯政治前途也到此為止了 外縣市柯粉，比北市來得多太多了 台北市，柯或許拿佔不了便宜票數 但是其他縣市年輕票群火力集中 加上韓落跑高雄， 高雄賭爛韓的票全給柯 柯其實是有勝算的 2020真的是世代對決了 台北市本來就藍大於綠地方 所以才說，柯出來選， 北市票數柯佔不到便宜， 北市票柯會輸，要靠外縣市柯粉了 高雄負債3千億， 但高雄確實也有建設東西 韓選上中央若幫助高雄， 那其他沒欠3千億又沒建設的其他縣市 情何以堪 看過韓國瑜照稿年市政了
M.1559409502.A.95F,Re: [討論] 韓國瑜的魅力到底是什麼,ianmon (伊恩㊣),Sun Jun  2 01:18:19 2019,: 除了韓五點加黃捷質詢大扣血之外 其它覺得還好，應該是人民期望太高，一下子希望 : 他都說到做到，但政治完全兌現支票的有幾個？ : 個人而言就是接地氣，每月會到走訪基層，這點他北農的經濟，我覺得他這點絕對不是作 : 秀，是真的想知道基層再想什麼，這點其它政治人物就很難做到了 : ，強調庶民經濟，如果你身邊環境均薪都五萬以上， : 不是做吃的觀光的農魚業的，可能很都無感，會覺得他是個草包，但這就是庶民想要的 : 台灣除了科技業，公家，大部分的人都是靠苦力，賣吃的，開店的過生活， 他除了賣農產品也沒啥屁用， 農產品還是建構在跟對岸彎腰低頭，還真夠可憐的。 而且台灣的經濟根本就不是靠大陸來的 你以為整個台灣是靠低價勞動力跟民生用品在維生嗎? 台灣的經濟一直都是仰賴美國在科技上的幫助與生產後外銷 舉個例 漁夫賣魚是可以賺錢，但是要先會捕魚， 誰教你捕魚的?不就是美國 誰給你漁船漁具的的?還是美國， 問題是台灣現在根本性本末倒置 一堆人以為可以賣魚就會發大財， 太好笑了，今天用兩倍錢買你的貨可以賺一時爽 問題是，如果賣你釣竿漁具漁船的現在如果不爽賣你， 你明天就沒得補漁賣了。 台灣底層的人可憐是結構性問題， 找個了解底層苦得來有屁用? 而且這個人解套的方法是 我知道你很苦，精神給你發大財，實質上要你去舔中共， 感恩啦， 如果你男友要你腿開開賣胞魚發大財，你要不要賣? 當然啦， 有些人笑貧不笑娼，賣了可以發大財也沒什麼不好 但是你很衰小，遇到大國之爭 你想給中國幹一幹， 但是我認為美國會想跟中國用同一洞的機會不太大 沒有美國，台灣就吃屎了 現在又很雖小遇到一個只會賣胞魚的要來當總統了 台灣未來真的可以只用精神力發大財了。 看得出來你的智商跟韓粉一樣高
M.1559409720.A.776,[討論] 這場是嚇退柯P的,chal (&nbsp;),Sun Jun  2 01:21:58 2019,辦一場至少上千萬元起跳 然後韓還要辦兩三場 這根本不是柯玩得起的 柯看這種場面 只會想到 選前藍綠競相造勢 柯只有寥寥七千人相挺 藍綠瞬間各回隊5% 沒有電視廣告 沒有造勢 錢等於投入池塘 又損耗能量 或許這正是柯改變想法的起點 無黨終究不可能選上 好好以和為貴 尋求多方合作 或許還有一些政治生命 這場造勢的輸家 郭 朱 柯 
M.1559409745.A.B13,Re: [討論] 我柯粉我憂慮,LewisRong (陳金鋒世代),Sun Jun  2 01:22:22 2019,光現在民調就只有第二是要跟人家選什麼 去年選前半年柯贏丁整整11% 後來蔡連續幫姚站臺七次 發雙主菜便當 統獨牌狂催猛拉 柯險勝3000票才過關 選前半年民調都是假的 選舉的時候中老年人藍綠一歸隊白色一樣掛點 再者 柯根本沒打選戰的智囊 都忘記去年小野事件了喔 沒人就算了 還幫忙敗一大堆票 最後真的是撩下去 連續掃街三天用賭博式的上館長直播被他賭對才撐過去 柯現在的幕僚選市長就已經那麼辛苦了 更別提總統了 光應付抹黑就吃不消了 柯跟藍綠不一樣捏 藍綠2020掛了還能換人再等下一次 柯2020如果輸了是萬劫不復 2024完全沒能量再來 我敢大聲講啦 除非到8.9月柯有贏第二名到10%以上不然不會出來的 看完今天造勢 要贏韓導10%以上 除非要爆出來什麼大新聞 不然幾乎不可能 柯大概就2024搏一次 沒了就回去開診所看感冒裸退 : 柯現在有兩大危機 : 都是和用人有關 : 一是蜀中無大將 : 二是識人不明 : 柯的人際圈太小 : 他好像沒有認識很多各領域的專家 : 想到他曾經想找韓國瑜當顧問我就頭疼 : 這也呼應了第二點 : 他似乎在識人這一部分的能力偏弱 : 畢竟亞斯伯格症本來就不太能察覺別人內心的想法 : 即使他是超高功能亞斯伯格症也是一樣 : 他現在欠缺的是一名軍師 : 一名擁有廣泛人際社交圈、又能替他識人的軍師 : 只可惜有這樣能力的人 大都投靠藍或綠去了 : 建議柯去拜會以前藍綠曾做過行政院長的人，如游錫堃、劉兆玄等等 : 看能不能切進各部會底下的各署體系 : 以覓得許多看不見的真正人才 : 而不是被牽著鼻子拜訪什麼妙禪、韓國瑜、傅崐萁之流的政客 : 另外 : 要選就要趕快下鄉 : 只用十五天競選保證你選不上 : 你不傾聽各縣市民眾的聲音 : 鬼才會投給你 : 民眾才不會投給一個不懂當地需要發展什麼、需要解決什麼問題的人當總統 : 民眾最底線是要一個承諾? : 像發大財這種超級敗的承諾都有用了 你連一個承諾都不給，那就不用談了 : 走蔣經國的路子吧我不是說獨裁 我是說親民、識人那一塊 : 柯加油 中華隊只要有祂在 無論落後幾分都會覺得還有無窮的希望 不動四番 陳金鋒的歷史地位無可取代 不要再幻想棄保票了啦 姚文智那種咖都沒被棄保了 開出來還比民調多 ...那你有想過姚文智跟英賴的差多少嗎 選民只會更堅定而已 姚文智連覺青的票都拿不到 英粉其實就是不一樣顏色的韓粉啊 都沒啥腦的 其實也還好啦 就跟現在一樣啊 低著頭去求國會而已 只是怕藍綠聯手搞罷免而已 想太多 都有深綠丁粉了
M.1559409902.A.991,[討論] 韓國瑜為什麼那麼討厭菲律賓,ren000 (閃亮亮a魯妹),Sun Jun  2 01:25:00 2019,愛台灣根本是廢話 韓國瑜：難道去愛菲律賓？ 今天造勢的時候講的 業者提引進菲律賓白領人才 韓國瑜：瑪麗亞怎麼變老師了？ 3/27的新聞 韓國瑜是不是很討厭菲律賓阿 之前說菲律賓人是瑪利亞 今天演講 菲菲又突然中槍了 韓導跟菲律賓有仇嗎？？？？ 8.1. 他好像連假裝都沒有 歧視得超明顯...
M.1559410034.A.F3C,Re: [討論] 台灣是不是被同婚害死的？,plutox (網路上的芳鄰),Sun Jun  2 01:27:12 2019,大家來看一下歷屆泛藍的總統大選票數， 095813699 1046649722925513 116442452 127659014 136891139369588 1438133651576861 藍教徒一直都在， 藍教人就是這麼多 選舉本來就有輸有贏， 某些想要宗教干涉政治的人， 一直放大同婚對於台灣政治的影響力， 老實說以前也不會為了阻止別人結婚投藍教啦， 會投藍教的就是會投。 現在說你為了不讓人結婚投藍教， 根本讓某些利益團體借題發揮。 況且同婚這件事， 本來就是基督教徒自己要公投給同志專法結婚的， 我建議基督徒要走出同溫層， 基督教喜歡打著宗教的大旗， 來打擾別人的生活， 現實上， 很多不信基督教的人， 根本聽到教徒的行為就傻眼、看到就倒彈， 老外的宗教議題在台灣明明就是邊緣人， 卻老是裝的一副很有話事權的樣子， 張牙虎爪作妖作邪。 我奉勸基督藍教徒要用點腦子， 藍教現在騙你的票， 從來藍教也不把同婚、宗教當作主打的議題， 等你們的票到手， 他們就跟你慢慢拖， 拜託耶穌排個隊好嗎？ 你們不試著去說服， 或與那些真正關心議題的團體溝通， 反而依靠那些為了利益就能欺騙你們， 卻從來不真正了解你們訴求的人， 公投十二案不就是個很好的範例， 一堆人一時意氣風發投票， 事後才在大喊鬼遮眼， 為了一個別人的同婚， 出賣了你們人生其他的細節， 這樣值得嗎？ : 同婚並不是一個政府組織、系統性的問題 : 只是一個不同個性的人，相處得不好的問題而已 : 根本不應該放入施政的優先清單中 : 雖然現在推出專門法，但是對民眾來說根本沒有差別 : 假如蔡英文從一開始就說清楚，我們只推出專門法，讓宗教團體滿意就沒有現在的問 題了 : 結果賭上政治生命做的事情卻導致一個草包就有7萬人上街相挺 : 這個賭注完全不划算，付出的跟得到的完全不對等 : 假如蔡英文沒有被綁架，以理性、務實的方式施政就不會有一堆問題了 : 同婚議題只是不同個性的人相處不融洽的問題 : 不是系統性的問題，不是政府組織效率的問題 : 根本不該放進優先處理清單
M.1559410066.A.595,[轉錄] 呱吉,KillerMoDo (你媽知道你在發廢文嗎),Sun Jun  2 01:27:42 2019,://..///10157336083724641 如果你的影響力無法突破同溫層，那就算有一萬個分享也沒什麼價值。因為改變不了這個社 會。 好像錄音帶案，一個素材被浪費在陣營間的叫罵，搞得沒人在乎巨蛋的真相。 唯一好處就是日後選舉時可以搶到更多同溫層裡的票，或者騙到一些陣營老闆的資源與金 錢。 也好像很多只會自嗨的政治鍵盤戰士，就算靠著罵吳祥輝得到幾千個讚，但實際上的影響 力跟吳祥輝一樣的低。 心得 禮貌:要突破同溫層 ://./ 簽到完人就跑光了 柯:北市議員平均水準高(打臉
M.1559410091.A.CE5,[創作] 韓國瑜不是神經病,zxc445567 (飄飄),Sun Jun  2 01:28:07 2019,韓國瑜市長 英明神武 文成武德 自比管仲樂毅 理財上追陶朱子貢 下比巴菲特 文治武略 多元宇宙 神威無敵 媲美薩諾斯 世上哪一位市長可以比擬? 楊秋興喊韓背骨 背叛韓市長 死後必定墮入阿鼻地獄 韓國瑜信徒站出來 信仰韓國瑜才是真理 其他總統參選人都是大騙子 韓國瑜大獲全勝 其他候選人都是騙子 韓國瑜檔檔都代表作 強力推薦韓國瑜，全宇宙最會請假且實力多元宇宙最強的市長， 大家都不知道韓國瑜今天晚到現場 天空下著大雨 其實是有神人指點韓市長跟萬惡的美帝交涉的取得天氣控制器 企圖化解蔡母豬使用人造雨來破壞好事 來使天空放晴 這個好的市長去哪找?? 準備要教訓蔡母豬政府 只有韓國瑜出現才有晴天 才是救世主 你殺不了彌賽亞 今天來七萬人，你高興嗎? 現在台灣上最不快樂的人是誰?就是民進黨 韓市長總是事前預測，事後驗證，民進黨全面毀滅，國民黨大獲全勝。 韓國瑜畢生精力苦心研究佛經和金瓶梅，提出 包括愛情摩天輪、無腦發大財、賣菜郎等， 這些定律將會影響數百年後人類的思維，將會是萬世不朽的楷模....... 2018年初他早就料到 外星人攻打地球 太陽從西邊出來 川普開啟核子大戰 習包子駕崩 金胖子拉肚子 馬狗幹英皇 柯吃花生 一一完全驗證 你該相信哪一位候選人 韓國瑜市長 自稱耶穌佛祖阿拉上帝 解救蒼生 聞聲救苦 英明神武 文成武 德 自比管仲樂毅 自詡曹孟德 別人都是鱉三 他傳授信徒口唸法號 唵，缽嘎鄰嘎寧，偉婆訶多多嘎軋 這在梵文中指:韓國瑜大獲全勝 民進黨還在自嗨 他跟韓粉保證天天念三邊 天天發大財 股票天天大賺 數錢數到手軟 平時念福增無量 天天念罪滅河沙 ://../. 我是沒差啊 寫寫廢文賺點幣......
M.1559410159.A.C68,Re: [討論] 有沒有現役軍公教也支持年改的?,bp4u4ap6 (淚橋),Sun Jun  2 01:29:17 2019,我阿 我支持年改 但勞保你也改一改阿 有問題的都解決才不會雙重標準麻 然後既然政府錢不夠 不該花的預算不要亂花 前瞻的問題是整體的評估就沒有 就先通過金額 等於是拿錢亂蓋建設 坦白說看到自己的福利變少 又被政府亂花錢 誰心裡會開心? 所以那些要恢復退休金的政客我絕對不投啦 大家可以討論要怎麼做修改才是對台灣比較好的方式 而且是真的健全的制度 蔡英文就這項政策支持度最高 但他一直把民進黨大敗怪罪到年改上 她真的不知道問題在哪裡= = 
M.1559410177.A.D8D,Re: [討論] 立委要怎麼選？,kenjohn (hy幫我簽名),Sun Jun  2 01:29:34 2019,目前聽說時力內部 有大約12人報名 包含李承值跟現任委員 但他們主要還是要衝擊政黨票 去打一些藍綠兩黨比較有知名度的候選人 邱顯智還開玩笑說要找人去顏清標那裡選 馬上被其他人嘴自己去 其實黨內都知道他只是個屁孩 還說有存款準備付初選的15萬但根本沒人要讓他進初選啊
M.1559410244.A.3B3,[討論] 柯若當總統，柯媽會成為吳淑珍第二？,Hsuan714 (Hsuan),Sun Jun  2 01:30:42 2019,上禮拜在外面吃中餐， 店內正播著柯的到底會不會選總統新聞 我默默吃著自己的東西， 結果一旁的老夫妻討論起柯了 老婦人拉高八度的跟旁邊的人說 我跟你說，柯文哲他老母不要看他這樣 講話是很伶牙俐齒的那個只要他兒子一當總統 馬上就會變成吳淑珍第二 我聽完之後，一直在思索這個邏輯跟機率 到底是有沒有這個可能？ 
M.1559410263.A.F6B,[討論] 初選用造勢碾壓同黨同志是什麼感覺？,Arthurseed (Arthur),Sun Jun  2 01:31:01 2019,好奇問一下，初選面對黨內的權貴會在背後開槍的同志 用大造勢 大進場來強姦......痾說錯 來碾壓他們到底是什麼感覺？ 到底有多爽？ 衍伸出來的效果可以讓是韓不投的蠢蛋回來跪舔嗎？ 還是能讓他們嘴？從此不敢再自稱藍營支持者？ 這場碾壓過去 今天韓總應該可以多喝幾杯了吧 很爽嗎？ 
M.1559410277.A.D83,Fw: [爆卦] 原來凱道造勢的人是請來的,chan324 (北極熊),Sun Jun  2 01:31:16 2019, 看板 1587 ] 作者: 260103 (文唉) 看板: 標題: 原來凱道造勢的人是請來的 時間: 2 01:16:51 2019 原來今天凱道是有錢拿的阿 這才是真正的下去領500 為了250 我願意粉身碎骨 支持我征服宇宙大韓導 走路工發大財 ://../6. 今天下大雨 這樣應該不算好賺吧 吃個便當 領個1千 可能還去看醫生 不太划算~ ://..///.1559409413..207.
M.1559410336.A.58B,[討論] 大家一定要幫韓國瑜過初選,kero2377 (),Sun Jun  2 01:32:14 2019,拜託了 國民黨若要有改革的機會 只有韓國瑜掌權才有可能改變 是藍的 請挺韓總 是綠的 請挺韓總 是白的 我也請您挺韓總。 政治看得是長期 我相信拱韓過初選這條路 對於藍綠柯都是可以接受的選擇 不要有亡國感 韓上了就上了 不會怎樣 嘻嘻。 韓市長加油 我要開派對到選前啦 郭董無聊死了 
M.1559410397.A.7A3,[黑特] 結婚剛6個月，還沒離婚就忙著娶下一個,SONYPS5 (無),Sun Jun  2 01:33:15 2019,這不就今日某無恥政客的作為，最可悲的是還一堆拉基幫忙他毀棄婚約，這種爛人得意洋 洋我真的一生都沒見過 
M.1559410484.A.14C,Re: [討論] 韓國瑜的魅力到底是什麼,zsdrt (充實過生活),Sun Jun  2 01:34:42 2019,: 老實說我待在政黑不算太多年 : 但一直以來都覺得這裡比八卦冷靜 : 判斷也都還算準確 : 所以很喜歡在這邊看文章 : 看大家的回覆 並且透過這裡觀察政治 : 唯有去年 這裡大家像是集體催眠 : 忽然好喜歡一個過往經驗很糟 : 完全沒有實質內涵的人 : 這讓我大惑不解 因此發一些跟風向不對的文章 然後被歸類為廠工 : 我是這麼認為啦 盧秀燕林佳龍沒太大差別 這兩個人誰當台中市長都還好 : 丁守中至少學經歷及格 當一個直轄市長並不過分 他的努力其實換來滿滿惡意的嘲笑讓 我 : 覺得很可憐 : 唯有一個人是我完全不能接受無法理解的 那就是韓國瑜 : 可是回到去年 想想就在這裡 : 那個不及格學者莫名其妙的東正教徒 : 所有捧韓的文章都能爆 : 大家各種走鐘造神...... : 老實說我還是不能理解 : 韓國瑜魅力何在 : 雖然看了今天的場子 : 已經做好心理準備了 : 明年大概是韓總統了 但還是很疑惑 : 到底這個人有哪一點吸引人 其實每個人多多少少都能跟特定的一群 人能合的來 這正常的 有些事情用言語不好形容 只能說感覺吧 成語說情人眼裡出西施 所以啦 以個人特質 韓國瑜能吸引到某 群的人沒什麼好驚訝的 就像郭台銘跟小英也是一樣 但真的要從施政實力來探討的話 真的又是不同話題 又是另一回事 
M.1559410507.A.B7D,[黑特] 選個公僕像在選救世主、選神? ,ffhh (冰封雪藏的火熱),Sun Jun  2 01:35:05 2019,選公僕不就是要選個物盡其用最起碼勉強廢物利用 幹啥選個公僕像在選神一樣崇拜膜拜? 且看前科背景可能還是個連維持基本內政台美關係都做不到 連廢物都不如的唬爛咖? 先進明智的人應該都很難理解行為看似本土低等人種的奴隸想法? 是228被洗清剩下與華人天生奴性賤骨頭缺乏獨立思考的基因所致? 
M.1559410515.A.E90,[黑特] 韓黑給我振作！~估人數,Jesusmaycry (警察打人！),Sun Jun  2 01:35:10 2019,藍韓黑是我啦國民黨不是提名韓國瑜立法委員一定會投國民黨(不管是我恨到翻的朱 立倫、極度不喜的黑金平)，總統再看(只有郭確定會投)；提名韓國瑜就全部廢票我投票 每次目的都想清楚過，從不勉強(不需要嗆我會含淚，韓國瑜直接被徵召我會考慮，5點 以後就是不可能投他) 先講人數比我想像中的多不少，前篇文章本來滿想嗆這場會讓韓國瑜變笑話的好險有 煞住，但是講到15萬以上的代表沒看過一個旅士兵在集合場稍息立正的。 凱道面積有新聞是講大約5680平方公尺，估滿站3個人就算是兩萬人。景福門左右後三 側路加起來算多三倍，就6萬，在加上散兵也2萬好了，8萬。剛好87大千要請不請的。 我倒是6點半不到有從林森南路騎車經過，林森南路可以一路看到景福門是都沒有人 (當然是應該已經散會了)，叫我原先要猜的話我會認為景福門包到一半是極限，是比我想 的多沒錯，但嗆初選結束也沒到那個實力。 ://.///20190530/253646 黃創夏提供的面積，韓國瑜這場凱道占了一半，中山南大方算你一半，仁愛信義各1/3 怎麼算10萬都是上限，我承認對我們韓黑來說有壓力，但要覺得已經輾過其他人，非韓不 投們大可開始描繪韓總統當選後情景，其他人會很開心。 我有哪一句讓你覺得我在騙自己嗎？ 事實上以前我錯估過洪秀柱對黃敏惠的黨主席選情，我當時還硬是出來面對給板友笑
M.1559410519.A.52D,Re: [黑特] 國民黨還有希望嗎？,ffreakk (),Sun Jun  2 01:35:15 2019,: 因為韓國瑜選上，國民黨就沒希望了。 : 所以現在誰還能打的？ : 郭董？朱朱？還有嗎？感覺這造勢人數很危險內，其他人加油好嗎？ : 國民黨鐵定沒希望 6/1凱道上有幾%年輕人? 一個年齡結構老化的政黨 長久來看 一定會被淘汰的 
M.1559410618.A.6F1,[討論] 其實民進黨明年選舉不一定輸,jacklyl (超越大師),Sun Jun  2 01:36:56 2019,不要忘記了 2004年的阿扁 也是在驚濤駭浪中連任的 當年連宋的民調是一路領先到最後 如果沒有兩顆子彈 台灣第一個連任失敗的總統早就出現了 所以民進黨明年未必會輸 離大選時間還長 什麼都有可能發生 就算落後到最後一刻 也有可能又有兩塊子彈級影響力的事件發生 
M.1559410671.A.6C0,[討論] 韓當初幫丁站台 柯三千現在就在台東行醫,ice80712 (打臉腦粉),Sun Jun  2 01:37:49 2019,6/1是韓國瑜第一次在台北造勢，人數多到嚇死人， 代表韓流也可以吹進台北。 要是去年韓國瑜幫丁守中站台， 柯三千勢必也會被韓流滅頂，現在就在台東行醫了。 所以柯粉應該要對韓總的手下留情， 保留一點心懷感激才是。 
M.1559410742.A.74E,Re: [討論] 韓國瑜出線，柯應該會出來選了,ukalm (我回來了.....爆出來追查),Sun Jun  2 01:39:00 2019,: 看完今天韓的場子代表藍倉老人鐵票倉 : 無論怎樣都動不了， : 這些老人真的就只是看顏色投而已， : 別想去改變他們，你想改也改不了 : 只能等未來這些老人都 : 證據：去年台北市推個丁都能拿50幾萬票 : 去年2018北市其實就看的是小世代對決 : 韓出線，柯文哲應該會出來選 我的想法跟你相反，韓出線，柯參選的機率就大幅下降，除非民進黨推賴，才有變數 : 不然被韓選上 : 以前小部屬，當頂頭上司 : 柯這市長也沒臉當下去了 柯沒差 : 柯若不選， : 韓選上柯政治前途也到此為止了 我有不同看法 其實不爽韓是因為他草包無能形象太重，習慣菁英治國當然難以接受他當總統 但，也因如此，他也就什麼都不幹。自然也幹不了什麼壞事。 1.年改，他應該只是騙票用的。沒種改 2.同婚，騙票用的，沒種改 3.和平協議，說說而已，根本簽不了 唯一有威脅的就是自經區，但這一塊絕對民進黨杯葛美國干預吧。 於是四年他就是幹話總統，一事無成。 分配資源、酬庸就是他的任務 這種人賣不了台灣，而再下一次選舉，民進黨要推誰再來對抗韓流？ 蔡英文？賴清德？敗將之兵。 鄭文燦？有能耐嗎？ 當明年1/11韓當選時，大家絕對開始寄望柯文哲。大家會忍耐這四年，讓阿北把台北市刻 痕加深，然後2024給我滾出來選總統。 : 外縣市柯粉，比北市來得多太多了 : 台北市，柯或許拿佔不了便宜票數 : 但是其他縣市年輕票群火力集中 : 加上韓落跑高雄， : 高雄賭爛韓的票全給柯 : 柯其實是有勝算的 : 2020真的是世代對決了 賴出線，柯會選的原因 1.賴的人品。聰明人如果想幹壞事才嚴重 2.新潮流將全面掌權分贓 3.英派投靠、英粉轉投柯 所以如果賴民調太低，柯就會出來 你說對了，其實柯、英粉重疊比韓高很多 只要蔡英文誤差範圍內落敗，民進黨保證分裂 英粉會恨死賴，在蔡英文不退黨選的前提下，柯文哲絕對是優先選擇。 打柯的覺青是有多少票啦，更多平常認真工作沒有看八卦政黑的英粉，一旦蔡英文沒了， 他們會信任柯文哲。 沒過節，但賴是新潮流的 更何況連一般人、民進黨人，都覺得賴權謀、自私，柯文哲沒想法嗎？一定有民進黨人跟 他講的。所以柯文哲可以信任新潮流太子賴清德嗎？ 等賴過初選，你猜誰會第一個回歸？ 哪來的結論，小英初選加油啊 從賴突襲這件事應證了個人利益大於派系利益，他是個8人無誤。 聽聽而已 還是比其他人重疊都高，不用懷疑。 新潮流要滅柯，絕對是為了2024的賴清德清路障，一直說柯會選2020，讓英派也不挺柯甚 至也參與滅柯，結果自己被滅掉半條命 這時候有人看自己民調比較高，趕快插隊 這人叫做賴清德。 因為賴出線，民進黨會分裂，賴選不贏。所以目前挺蔡英文，但只要賴清德出線，新潮流 絕對歸位，說法支持依照政黨制度產生的候選人，這些人就是選舉咖新潮流 你再想想 是2024賴清德的，蔡是被洗了，傻掉 你說對，他們只跟當下有機會贏的 馬英九。 韓國瑜差很遠耶。 是啊，但郭出線分裂更大啊。 當然有啊，而這些人目前挺賴居多，因為覺得蔡英文沒有總統樣，但淺綠、中間英粉就沒 那麼忠誠了，所以賴出線，民進黨必分裂 你不孤單。 這些本來賴票居多啊 不管誰上，一定是藍綠惡鬥的局
M.1559410764.A.12F,[討論] 韓粉難得透氣要不要說說韓的優點?,Bartholemew (蘋果樹    ),Sun Jun  2 01:39:22 2019,是這樣啦 平常都被不理性韓黑用人數優勢霸凌 今天好不容易高潮一波 要不要說說韓的優點 把風向逆轉回來 說不定可以感召一些韓黑 讓他們迷途知返 別再說我們韓粉沒理性了 可是三角督最近全輸耶嘻嘻 靠深藍老智障會贏? 來我正找你台大校友 因為我沒興趣介入你們柯黑戰爭 先說說你支持韓的理由吧 快說服我了 快被圈粉了 不是呀 你自己不會開一篇嗆他 先說說支持韓的理由啦 阿你們可以開一篇吵嗎 這裡是韓神造神驅
M.1559410832.A.808,[討論] 現在kmt的其他太陽是什麼心情,blessbless (123),Sun Jun  2 01:40:30 2019,昨天韓總龍軀一震 30萬保皇君就出動了 在這之前朱說韓不用這麼勞民傷財 王說宋當年人很多還是輸 只有郭真心換絕情 等不到韓總 現在的這幾個太陽心情如何啊 有沒有人知道呀 不知道他們今晚睡的好不好<3 
M.1559410900.A.3EF,Re: [討論] 韓國瑜的魅力到底是什麼,BanJarvan4 (不解釋),Sun Jun  2 01:41:37 2019,韓就是厲害在會去哄人 像台灣加入後農業大受影響 如果你還是在務農 柯文哲可能會跟你說 你沒救惹 你還是下輩子再來吧 陳水扁可能會跟你說 這都是阿共仔的陰謀 但韓導會跟你說我們要衝向宇宙 發大財 那很明顯聽到柯文哲說法你會對柯文哲生氣 陳水扁說法你會對中國生氣 但韓導說法 你只要放下你的智商 然後 就會感到平安喜樂 是不是三個之中是唯一有機會感到快樂的呢 當然 這完全不會解決問題就是了 
M.1559411507.A.895,Re: [黑特] 楊秋興現在在想什麼,picapoya (picapoya),Sun Jun  2 01:51:45 2019,今天三立政論有說韓國瑜為何要慰留楊秋興 因為楊秋興手上很多韓政治獻金的收據還是什麼資料 韓粉還在嘲笑楊秋興會後悔， 現在看楊秋興這麼不爽，比較驚的應該是韓國瑜吧 其實也是，幫那麼多忙又那麼深入，你覺得他手上會沒料嗎？ 反正等韓國瑜出來選就知道了，楊應該是不甘寂寞的人 : 不會怎麼樣這就是政治精英看不起草包而已 : 草包不會變成精英草包出來選是必輸的 : 聰明人都應該能看到這點當年宋氣勢多強 : 手下也兵強馬壯結果如何還不是被殲滅了 : 精英就貴在能在做人的時候堅持做自己 : 楊一路走來一直都沒有問題。 : 不知道台灣人為什麼覺得他有問題。 : 引述《 ()》之銘言： : : 老楊全力壓寶果凍 : : 不惜徹底和韓國瑜撕破臉 : : 把自己弄得爹不疼娘不愛 : : 6/1造勢後 : : 我看果凍快掰了 : : 如果果凍真的沒了總統路 : : 小巨人該怎麼辦？
